word_to_learn;meaning;interval;last_review;next_review;known_word;learned_on;add_on_known_words;translation;row;audio
soar;": [1mto fly aloft or about[0m. b
(1) : to sail or hover in the air often at a great height : glide. 
(2) of a glider : to fly without engine power and without loss of altitude.";1;2023-08-06;2023-08-09;;;;monter;16;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/soar_en_us_1.mp3
stumble;[1mto step awkwardly while walking or running and fall or begin to fall[0m: Running along the beach, she stumbled on a log and fell on the sand.;2;2023-08-07;2023-08-10;;;;trébucher;17;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/stumble_en_us_1.mp3
seemingly;"C
1. [1mappearing to be something, especially when this is not true[0m: He remains confident and seemingly untroubled by his recent problems. according to the facts that you know: The factory closure is seemingly inevitable.";5;2023-07-29;2023-08-26;;;;apparemment;18;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/seemingly_en_us_1.mp3
shallow;: [1mlacking in depth of knowledge, thought, or feeling[0m.;3;2023-07-28;2023-08-11;;;;;19;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shallow_en_us_1.mp3
bean;[1ma seed, or pod containing seeds, of a climbing plant, eaten as a vegetable[0m. There are several types of bean and the plants that they grow on are also called beans.;2;2023-08-03;2023-08-10;;;;haricot;20;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/be/bean_en_us_1.mp3
pond;[1ma still area of water smaller than a lake, often artificially made[0m.;2;2023-08-03;2023-08-10;;;;étang;21;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/po/pond_en_us_1.mp3
beam; [1ma line of light that shines from a bright object[0m: We could just pick out the trail in the weak beam of the flashlight.;5;2023-08-03;2023-08-31;;;;faisceau;22;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/be/beam_en_us_1.mp3
spark;"
1. a. : [1ma small particle of a burning substance thrown out by a body in combustion or remaining when combustion is nearly completed[0m. b. : a hot glowing particle struck from a larger mass.";3;2023-07-31;2023-08-14;;;;étincelle;23;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sp/spark_en_us_1.mp3
narrow;adjective,nar·row·er, nar·row·est. [1mof little breadth or width: not broad or wide: not as wide as usual or expected[0m: a narrow path. limited in extent or space: affording little room: narrow quarters.;1;2023-08-07;2023-08-08;;;;étroit;24;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/na/narrow_en_us_1.mp3
insight;insight. noun. in·​sight ˈin-ˌsīt. : [1mthe power or act of seeing into or understanding a situation[0m.;4;2023-07-31;2023-08-21;;;;aperçu;25;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/insight_en_us_1.mp3
ash;"
1. : [1mthe solid residue left when combustible material is thoroughly burned or is oxidized by chemical means[0m. 
2. ashes plural : the remains of the dead human body after cremation or disintegration.";4;2023-08-03;2023-08-24;;;;cendre;26;N/A
bright;: [1mradiating or reflecting light[0m : shining, sparkling.;4;2023-08-06;2023-08-27;;;;brillant;27;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/br/bright_en_us_1.mp3
liver;(LIH-ver) [1mA large organ located in the upper abdomen[0m. The liver cleanses the blood and aids in digestion by secreting bile.;3;2023-08-07;2023-08-14;;;;foie;28;N/A
alley;[1ma narrow road or path between buildings, esp.[0m [1mbetween the backs of buildings[0m: I ran down the alley and up the back stairs.;6;2023-07-31;2023-09-04;;;;ruelle;29;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/al/alley_en_us_1.mp3
dip; [1mto put something into a liquid for a short time[0m: Dip the fish in the batter, then drop it into the hot oil. She dipped her toe into the pool to see how cold it was.;5;2023-07-31;2023-08-28;;;;plonger;30;N/A
hazard;[1msomething that is dangerous and likely to cause a problem or damage[0m: an environmental/health/fire hazard.;5;2023-07-29;2023-08-26;;;;danger;31;N/A
rubber;a. : [1man elastic substance that is obtained by coagulating the milky juice of any of various tropical plants[0m (as of the genera Hevea and Ficus), is essentially a polymer of isoprene, and is prepared as sheets and then dried. called also caoutchouc, india rubber. b. : any of various synthetic rubberlike substances.;2;2023-08-06;2023-08-13;;;;caoutchouc;32;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ru/rubber_en_us_1.mp3
sheer; [1mused to emphasize how very great, important, or powerful a quality or feeling is: nothing except[0m: The suggestion is sheer nonsense.;1;2023-08-06;2023-08-09;;;;virer;33;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/sheer_en_us_1.mp3
blast;[1mto explode or destroy something or someone with explosives, or to break through or hit something with a similar, very strong force[0m: An explosion blasted through the wall.;3;2023-08-03;2023-08-17;;;;détruire;34;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bl/blast_en_us_1.mp3
deem;: [1mto come to think or judge[0m : consider. deemed it wise to go slow. those whom she deemed worthy. a movie deemed appropriate for all ages. intransitive verb.;1;2023-08-06;2023-08-09;;;;considérer;35;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/deem_en_us_1.mp3
sleeve;"ˈslēv. plural sleeves. 
1. a. : [1ma part of a garment covering an arm[0m.";3;2023-08-07;2023-08-14;;;;manche;36;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sl/sleeve_en_us_1.mp3
shed;"
1. : [1mto cast off some natural covering (such as fur or skin)[0m the cat is shedding. 
2. : to become dispersed : scatter.";1;2023-08-06;2023-08-09;;;;hangar;37;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shed_en_us_1.mp3
pit; [1ma large hole in the ground, or a slightly low area in any surface[0m: They&#39:d dug a shallow pit and left the bodies in it.;3;2023-08-07;2023-08-14;;;;fosse;38;N/A
spill;a. : [1mto flow, run, or fall out, over, or off and become wasted, scattered, or lost[0m. water spilling over the dam. b. : to cause or allow something to spill.;4;2023-07-29;2023-08-19;;;;répandre;39;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sp/spill_en_us_1.mp3
envision;[1mto picture mentally, especially some future event or events[0m: to envision a bright future.;5;2023-07-15;2023-08-12;;;;envisager;40;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/en/envision_en_us_1.mp3
bow;": [1mto bend the head, body, or knee in reverence, submission, or shame[0m. Bow before the king. bowed her head in shame. 
3. : to incline the head or body in salutation or assent or to acknowledge applause.";1;2023-08-07;2023-08-08;;;;arc;41;N/A
enforce;[1mto put or keep in force: compel obedience to[0m: to enforce a rule: Traffic laws will be strictly enforced.;4;2023-08-04;2023-08-25;;;;imposer;42;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/en/enforce_en_us_1.mp3
hip;: [1mthe part of the body that curves outward below the waist on each side and is formed by the side part of the pelvis and the upper part of the thigh[0m. hipped. ˈhipt. adjective. hip.;4;2023-07-31;2023-08-21;;;;hanche;43;N/A
feather;feather. / (ˈfɛðə) / noun. [1many of the flat light waterproof epidermal structures forming the plumage of birds, each consisting of a hollow shaft having a vane of barbs on either side[0m. They are essential for flight and help maintain body temperature.;4;2023-07-31;2023-08-21;;;;plume;44;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fe/feather_en_us_1.mp3
midst;": [1mthe interior or central part or point[0m : middle. in the midst of the forest. 
2. : a position of proximity to the members of a group. a traitor in our midst.";3;2023-07-27;2023-08-10;;;;milieu;45;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mi/midst_en_us_1.mp3
secular;: [1mnot overtly or specifically religious[0m.;4;2023-07-20;2023-08-10;;;;séculier;46;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/secular_en_us_1.mp3
opt;: [1mto make a choice[0m. especially : to decide in favor of something. opted for a tax increase Tom Wicker. After perusing the menu he opted for the prime rib. opt.;5;2023-07-31;2023-08-28;;;;opter;47;N/A
wheat;"
1. : [1ma cereal grain that yields a fine white flour used chiefly in breads, baked goods (such as cakes and crackers), and pastas (such as macaroni or spaghetti), and is important in animal feeds[0m. 
2. : any of various Old World annual grasses (genus Triticum, especially T. aestivum and T.";3;2023-07-27;2023-08-10;;;;blé;48;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wh/wheat_en_us_1.mp3
overwhelm;: [1mto overcome by superior force or numbers[0m. The city was overwhelmed by the invading army. c. : to overpower in thought or feeling. overwhelmed with grief.;1;2023-08-07;2023-08-08;;;;submerger;49;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ov/overwhelm_en_us_1.mp3
lamp;": [1many of various devices for producing light or sometimes heat[0m: such as. 
(1) : a vessel with a wick for burning an inflammable liquid (such as oil) to produce light. 
(2) : a glass bulb or tube that emits light produced by electricity (such as an incandescent light bulb or fluorescent lamp)";4;2023-07-05;2023-07-09;1;2023-07-05;;lampe;50;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/la/lamp_en_us_1.mp3
overall; overall. adjective(ˈəʊvərˌɔːl) (prenominal) [1mfrom one end to the other[0m. [1mincluding or covering everything[0m: the overall cost.;5;2023-08-03;2023-08-31;;;;global;51;N/A
stem;spring, arise, rise, originate, derive, flow, issue, emanate, proceed, stem mean [1mto come up or out of something into existence[0m.;1;2023-08-06;2023-08-09;;;;tige;52;N/A
cheek;"
1. : [1mthe fleshy side of the face below the eye and above and to the side of the mouth[0m. broadly : the lateral aspect of the head. 
2. : something suggestive of the human cheek in position or form.";5;2023-08-04;2023-09-01;;;;joue;53;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/cheek_en_us_1.mp3
ba;abbreviation for [1mBachelor of Arts[0m: a first university degree (= qualification) in the arts or social sciences, or someone who has this degree: Farida has a BA in History from the University of Sussex. SMART Vocabulary: related words and phrases. Qualifications: university &amp: college.;4;2023-08-03;2023-08-24;;;;pas;54;N/A
sin;: [1man offense against religious or moral law[0m.;5;2023-08-04;2023-09-01;;;;péché;55;N/A
thigh;thigh. noun. ˈthī : [1mthe part of the leg that extends from the hip to the knee[0m.;4;2023-07-31;2023-08-21;;;;cuisse;56;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/th/thigh_en_us_1.mp3
flesh;: [1mthe soft parts of the body of an animal and especially of a vertebrate[0m. especially : the parts composed chiefly of skeletal muscle as distinguished from internal organs, bone, and integument. b. : the condition of having ample fat on the body. cattle in good flesh.;5;2023-07-15;2023-08-12;;;;chair;57;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fl/flesh_en_us_1.mp3
gear;[1mthe equipment, clothes, etc.[0m [1mthat you use to do a particular activity[0m: fishing/camping gear.;4;2023-08-04;2023-08-25;;;;engrenage;58;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ge/gear_en_us_1.mp3
wipe;"
1. a. : [1mto rub with or as if with something soft for cleaning[0m. b. : to clean or dry by rubbing.";1;2023-08-07;2023-08-08;;;;essuyer;59;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wi/wipe_en_us_1.mp3
cue;"Britannica Dictionary definition of CUE. [count] 
1. : [1ma word, phrase, or action in a play, movie, etc., that is a signal for a performer to say or do something[0m.";2;2023-08-03;2023-08-10;;;;signal;60;N/A
steam;Steam is [1mthe hot mist that forms when water boils[0m. Steam vehicles and machines are operated using steam as a means of power. In an electric power plant the heat converts water into high-pressure steam.;3;2023-07-28;2023-08-11;;;;fumer;61;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/steam_en_us_1.mp3
skull;"
1. : [1mthe skeleton of the head of a vertebrate forming a bony or cartilaginous case that encloses and protects the brain and chief sense organs and supports the jaws[0m. 
2. : the seat of understanding or intelligence : mind see also out of one&#39:s skull. skulled.";3;2023-08-07;2023-08-14;;;;crâne;62;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sk/skull_en_us_1.mp3
donor;donor. / (ˈdəʊnə) / noun. [1ma person who makes a donation[0m. med any person who voluntarily gives blood, skin, a kidney etc, for use in the treatment of another person.;6;2023-07-31;2023-09-04;;;;donneur;63;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/do/donor_en_us_1.mp3
hence;Hence means &quot:for this reason,&quot: or &quot:therefore.&quot: One Hollywood starlet is a huge fan of tiny dogs, hence the Pomeranian puppy peeking out of her purse.;5;2023-08-04;2023-09-01;;;;ainsi;64;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/he/hence_en_us_1.mp3
slide;[1mto cause something to move easily over a surface, or to move in this way[0m: [ I ] My mother slid into the car seat next to me. [ T ] He slid his hand into his back pocket.;3;2023-08-04;2023-08-18;;;;glisser;65;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sl/slide_en_us_1.mp3
ladder;"
1. : [1ma structure for climbing up or down that consists essentially of two long sidepieces joined at intervals by crosspieces on which one may step[0m. 
2. : something that resembles or suggests a ladder in form or use.";3;2023-08-03;2023-08-17;;;;échelle;66;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/la/ladder_en_us_1.mp3
alter;[1mto make different in some particular, as size, style, course, or the like: modify[0m: to alter a coat: to alter a will: to alter course. to castrate or spay.;9;2023-07-15;2023-09-09;;;;modifier;67;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/al/alter_en_us_1.mp3
tent;"
1. : [1ma collapsible shelter of fabric (such as nylon or canvas) stretched and sustained by poles and used for camping outdoors or as a temporary building[0m.";3;2023-07-28;2023-08-11;;;;tente;68;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/te/tent_en_us_1.mp3
wound;[1mto hurt or injure the body, as with a cut or tear in the skin or flesh[0m: Several people were wounded by falling rocks. (Definition of wound from the Cambridge Academic Content Dictionary © Cambridge University Press);2;2023-08-07;2023-08-10;;;;blesser;69;N/A
chamber;a. : [1ma hall for the meetings of a deliberative, legislative, or judicial body[0m. the senate chamber. b. : a room where a judge transacts business.;5;2023-08-05;2023-09-02;;;;chambre;70;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/chamber_en_us_1.mp3
rim;noun. [1mthe outer edge, border, margin, or brink of something, especially of a circular object[0m. any edge, margin, or frame added to or around a central object or area.;1;2023-08-06;2023-08-09;;;;jante;71;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ri/rim_en_us_1.mp3
shore;"specifically : coast. 
2. : a boundary (as of a country) or an area within a boundary. usually used in plural. immigrated to these shores.";1;2023-08-06;2023-08-09;;;;rive;72;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shore_en_us_1.mp3
tremendous;": [1munusually large[0m : huge. a tremendous number of people. 
2. : being such as may excite trembling or arouse dread, awe, or terror. tremendousness noun.";2;2023-08-06;2023-08-13;;;;formidable;73;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tr/tremendous_en_us_1.mp3
gut;b. : [1mdigestive tract[0m. also : part of the digestive tract and especially the intestine or stomach. c. : belly, abdomen.;5;2023-07-15;2023-08-12;;;;intestin;74;N/A
youngster;"young·​ster ˈyəŋ(k)-stər. Synonyms of youngster. 
1. a. : [1ma young person[0m : youth.";4;2023-07-31;2023-08-21;;;;enfant;75;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/yo/youngster_en_us_1.mp3
harvest;": [1mthe season for gathering in agricultural crops[0m. the beginning of the harvest. 
2. : the act or process of gathering in a crop.";3;2023-08-05;2023-08-19;;;;récolte;76;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ha/harvest_en_us_1.mp3
leather;leather. / (ˈlɛðə) / noun. [1ma material consisting of the skin of an animal made smooth and flexible by tanning, removing the hair, etc[0m. (as modifier): leather goods Related adjectives: coriaceous, leathern.;1;2023-08-06;2023-08-09;;;;cuir;77;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/le/leather_en_us_1.mp3
wrist;"
1. : [1mthe joint or the region of the joint between the human hand and the arm or a corresponding part on a lower animal[0m. 
2. : the part of a garment or glove covering the wrist.";2;2023-08-03;2023-08-10;;;;poignet;78;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wr/wrist_en_us_1.mp3
burden;": [1mduty, responsibility[0m. forced to bear the burden of caring for her aging parents. lowering the tax burden on the middle class. 
2. : something oppressive or worrisome.";2;2023-08-03;2023-08-10;;;;fardeau;79;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bu/burden_en_us_1.mp3
grin;: [1mto draw back the lips so as to show the teeth especially in amusement or laughter[0m. broadly : smile. grinning from ear to ear.;1;2023-08-07;2023-08-08;;;;sourire;80;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gr/grin_en_us_1.mp3
whale;"Britannica Dictionary definition of WHALE. 
1. [count] : [1man often very large animal that lives in the ocean and that is a mammal rather than a fish[0m — see also blue whale, humpback whale, killer whale, sperm whale. 
2. [singular] informal : something that is very big, important, good, etc. —";4;2023-08-04;2023-08-25;;;;baleine;81;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wh/whale_en_us_1.mp3
clay;"
1. a. : an earthy material that is plastic when moist but hard when fired, that is composed mainly of fine particles of hydrous aluminum silicates and other minerals, and that is used for brick, tile, and pottery. specifically : soil composed chiefly of this material having particles less than a specified size.";2;2023-08-03;2023-08-10;;;;argile;82;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cl/clay_en_us_1.mp3
strike;[1mto hit or attack someone or something forcefully or violently[0m: Her car went out of control and struck an oncoming vehicle. The police have warned the public that the killer could strike again.;5;2023-07-15;2023-08-12;;;;frapper;83;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/strike_en_us_1.mp3
toward;: [1mat a point in the direction of[0m : near. a cottage somewhere up toward the lake. b. : in such a position as to be in the direction of. your back was toward me.;5;2023-07-14;2023-08-11;;;;vers;84;N/A
seal;": [1ma tight and perfect closure (as against the passage of gas or water)[0m 
(2) : a device to prevent the passage or return of gas or air into a pipe or container. 
3. : a seal that is a symbol or mark of office.";2;2023-08-03;2023-08-10;;;;joint;85;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/seal_en_us_1.mp3
vacuum;a. : [1ma space absolutely devoid of matter[0m. b. : a space partially exhausted (as to the highest degree possible) by artificial means (such as an air pump);5;2023-08-03;2023-08-31;;;;vide;86;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/va/vacuum_en_us_1.mp3
fierce;fierce, ferocious, barbarous, savage, cruel mean [1mshowing fury or malignity in looks or actions[0m. fierce applies to humans and animals that inspire terror because of their wild and menacing aspect or fury in attack. fierce warriors. ferocious implies extreme fierceness and unrestrained violence and brutality.;2;2023-08-07;2023-08-10;;;;féroce;87;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fi/fierce_en_us_1.mp3
vessel;a. : [1ma container (such as a cask, bottle, kettle, cup, or bowl) for holding something[0m. b. : a person into whom some quality (such as grace) is infused. a child of light, a true vessel of the Lord H. J. Laski.;2;2023-08-01;2023-08-08;;;;navire;88;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ve/vessel_en_us_1.mp3
wire;A wire is [1ma flexible metallic conductor, especially one made of copper, usually insulated, and used to carry electric current in a circuit[0m.;2;2023-08-03;2023-08-10;;;;fil;89;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wi/wire_en_us_1.mp3
asset;assets plural. a. : [1mthe property of a deceased person subject by law to the payment of his or her debts and legacies[0m. b. : the entire property of a person, association, corporation, or estate applicable or subject to the payment of debts.;4;2023-07-31;2023-08-21;;;;actif;90;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/as/asset_en_us_1.mp3
comply;: [1mto conform, submit, or adapt (as to a regulation or to another&#39:s wishes) as required or requested[0m. comply with federal law. the devices comply with industry standards.;5;2023-07-31;2023-08-28;;;;se conformer;91;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/comply_en_us_1.mp3
cart;[1ma small vehicle with two or four wheels that you push or pull to transport large or heavy objects on[0m: a shopping cart.;3;2023-08-04;2023-08-18;;;;Chariot;92;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/cart_en_us_1.mp3
rack;rack<sup>1</sup>. / (ræk) / noun. [1ma framework for holding, carrying, or displaying a specific load or object[0m: a plate rack: a hat rack: a hay rack: a luggage rack. a toothed bar designed to engage a pinion to form a mechanism that will interconvert rotary and rectilinear motions.;3;2023-08-03;2023-08-17;;;;étagère;93;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ra/rack_en_us_1.mp3
elsewhere;: [1min or to another place[0m.;5;2023-07-31;2023-08-28;;;;autre part;94;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/el/elsewhere_en_us_1.mp3
solely;solely. / (ˈsəʊllɪ) / adverb. [1monly: completely: entirely[0m. [1mwithout another or others: singly: alone[0m.;4;2023-08-03;2023-08-24;;;;uniquement;95;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/solely_en_us_1.mp3
chin;chin. / (tʃɪn) / noun. [1mthe protruding part of the lower jaw[0m. [1mthe front part of the face below the lips[0m: Related adjective: genial.;3;2023-08-04;2023-08-18;;;;menton;96;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/chin_en_us_1.mp3
loan; [1man amount of money that is borrowed, often from a bank, and has to be paid back, usually together with an extra amount of money that you have to pay as a charge for borrowing[0m: She&#39:s trying to get a $50,000 loan to start her own business.;4;2023-07-29;2023-08-19;;;;prêt;97;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/lo/loan_en_us_1.mp3
canvas;"
1. : [1ma firm closely woven cloth usually of linen, hemp, or cotton used for clothing and formerly much used for tents and sails[0m. 
2. a. : a piece of cloth backed or framed as a surface for a painting.";1;2023-08-06;2023-08-09;;;;toile;98;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/canvas_en_us_1.mp3
silk;"
1. : [1ma fine continuous protein fiber produced by various insect larvae usually for cocoons[0m. especially : a lustrous tough elastic fiber produced by silkworms and used for textiles. 
2. : thread, yarn, or fabric made from silk filaments.";2;2023-08-04;2023-08-11;;;;soie;99;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/si/silk_en_us_1.mp3
wrap;[1mto cover or surround something with paper, cloth, or other material[0m: She wrapped the present and tied it with ribbon.;4;2023-07-31;2023-08-21;;;;envelopper;100;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wr/wrap_en_us_1.mp3
relieve;[1mto ease or alleviate (pain, distress, anxiety, need, etc.)[0m.;3;2023-08-04;2023-08-18;;;;soulager;101;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/relieve_en_us_1.mp3
